Name,Class,Total_Marks,Obtained_Marks,Percentage,Grade
Student_368,8th Grade,50,34,68.0,C+
Student_142,8th Grade,100,50,50.0,F
Student_964,6th Grade,100,38,38.0,F
Student_1990,8th Grade,100,66,66.0,C+
Student_986,6th Grade,25,23,92.0,A
Student_245,6th Grade,50,24,48.0,F
Student_864,8th Grade,100,41,41.0,F
Student_1702,6th Grade,25,24,96.0,A
Student_1734,6th Grade,25,20,80.0,A
Student_669,6th Grade,100,73,73.0,B
Student_1778,6th Grade,50,45,90.0,A
Student_1904,6th Grade,100,79,79.0,B+
Student_1642,8th Grade,100,95,95.0,A
Student_1863,7th Grade,100,42,42.0,F
Student_1988,7th Grade,50,41,82.0,A
Student_614,8th Grade,100,85,85.0,A
Student_410,7th Grade,25,23,92.0,A
Student_77,7th Grade,50,40,80.0,A
Student_76,7th Grade,25,22,88.0,A
Student_1962,8th Grade,25,23,92.0,A
Student_73,7th Grade,50,39,78.0,B+
Student_988,7th Grade,25,20,80.0,A
Student_205,7th Grade,50,25,50.0,F
Student_1909,6th Grade,50,36,72.0,B
Student_1947,8th Grade,25,20,80.0,A
Student_436,7th Grade,100,53,53.0,F
Student_1589,8th Grade,50,45,90.0,A
Student_836,8th Grade,50,24,48.0,F
Student_1250,8th Grade,100,52,52.0,F
Student_1345,7th Grade,100,47,47.0,F
Student_667,6th Grade,100,93,93.0,A
Student_4,8th Grade,25,23,92.0,A
Student_648,6th Grade,100,47,47.0,F
Student_879,6th Grade,50,28,56.00000000000001,F
Student_1574,7th Grade,25,22,88.0,A
Student_291,7th Grade,25,24,96.0,A
Student_795,7th Grade,50,34,68.0,C+
Student_1800,7th Grade,100,34,34.0,F
Student_1611,6th Grade,25,23,92.0,A
Student_1278,8th Grade,50,39,78.0,B+
Student_1708,6th Grade,25,20,80.0,A
Student_1866,7th Grade,25,21,84.0,A
Student_465,8th Grade,25,23,92.0,A
Student_1857,8th Grade,100,37,37.0,F
Student_3,8th Grade,100,40,40.0,F
Student_1902,7th Grade,100,22,22.0,F
Student_19,7th Grade,25,24,96.0,A
Student_1194,6th Grade,100,43,43.0,F
Student_938,8th Grade,100,81,81.0,A
Student_771,7th Grade,100,73,73.0,B
Student_1348,8th Grade,25,24,96.0,A
Student_1851,6th Grade,25,24,96.0,A
Student_1940,6th Grade,100,64,64.0,C
Student_682,7th Grade,100,60,60.0,C
Student_891,6th Grade,100,47,47.0,F
Student_31,7th Grade,50,33,66.0,C+
Student_310,6th Grade,25,21,84.0,A
Student_726,6th Grade,100,70,70.0,B
Student_1218,8th Grade,50,37,74.0,B
Student_949,6th Grade,50,45,90.0,A
Student_1686,7th Grade,100,83,83.0,A
Student_285,6th Grade,25,23,92.0,A
Student_747,6th Grade,25,22,88.0,A
Student_1344,8th Grade,50,26,52.0,F
Student_331,6th Grade,50,22,44.0,F
Student_450,6th Grade,50,36,72.0,B
Student_1526,6th Grade,100,71,71.0,B
Student_1438,6th Grade,100,86,86.0,A
Student_1772,8th Grade,50,40,80.0,A
Student_1607,7th Grade,50,20,40.0,F
Student_550,8th Grade,50,23,46.0,F
Student_1749,8th Grade,25,22,88.0,A
Student_2000,8th Grade,50,39,78.0,B+
Student_382,8th Grade,100,44,44.0,F
Student_1752,6th Grade,25,20,80.0,A
Student_1758,8th Grade,100,97,97.0,A
Student_705,7th Grade,25,21,84.0,A
Student_882,8th Grade,100,30,30.0,F
Student_1935,7th Grade,100,94,94.0,A
Student_156,8th Grade,100,57,56.99999999999999,F
Student_378,6th Grade,25,21,84.0,A
Student_680,7th Grade,100,36,36.0,F
Student_1536,7th Grade,25,23,92.0,A
Student_1352,8th Grade,50,41,82.0,A
Student_112,7th Grade,50,34,68.0,C+
Student_297,7th Grade,25,24,96.0,A
Student_456,8th Grade,25,20,80.0,A
Student_482,7th Grade,50,38,76.0,B+
Student_1644,6th Grade,25,23,92.0,A
Student_416,6th Grade,50,24,48.0,F
Student_1412,7th Grade,50,42,84.0,A
Student_1876,6th Grade,50,39,78.0,B+
Student_419,8th Grade,25,20,80.0,A
Student_1129,6th Grade,25,21,84.0,A
Student_1406,8th Grade,50,47,94.0,A
Student_1028,7th Grade,25,24,96.0,A
Student_144,7th Grade,25,21,84.0,A
Student_1588,8th Grade,50,41,82.0,A
Student_729,6th Grade,50,36,72.0,B
Student_525,6th Grade,25,22,88.0,A
Student_1402,6th Grade,100,95,95.0,A
Student_1126,7th Grade,50,27,54.0,F
Student_681,6th Grade,50,30,60.0,C
Student_899,7th Grade,100,81,81.0,A
Student_538,7th Grade,50,43,86.0,A
Student_159,6th Grade,25,24,96.0,A
Student_531,8th Grade,25,20,80.0,A
Student_1433,8th Grade,25,25,100.0,A
Student_941,7th Grade,25,20,80.0,A
Student_912,6th Grade,25,24,96.0,A
Student_1678,7th Grade,100,66,66.0,C+
Student_1922,6th Grade,25,25,100.0,A
Student_1231,8th Grade,25,21,84.0,A
Student_901,8th Grade,25,22,88.0,A
Student_153,8th Grade,100,73,73.0,B
Student_414,7th Grade,25,20,80.0,A
Student_1144,7th Grade,100,80,80.0,A
Student_1600,6th Grade,100,79,79.0,B+
Student_179,6th Grade,25,23,92.0,A
Student_509,7th Grade,25,24,96.0,A
Student_1776,8th Grade,25,24,96.0,A
Student_145,6th Grade,50,45,90.0,A
Student_1213,8th Grade,100,44,44.0,F
Student_1759,8th Grade,25,24,96.0,A
Student_602,8th Grade,25,21,84.0,A
Student_1489,6th Grade,50,46,92.0,A
Student_1594,8th Grade,25,24,96.0,A
Student_1941,6th Grade,100,26,26.0,F
Student_1900,8th Grade,100,30,30.0,F
Student_68,7th Grade,100,44,44.0,F
Student_759,8th Grade,50,37,74.0,B
Student_1045,7th Grade,50,48,96.0,A
Student_671,6th Grade,50,22,44.0,F
Student_1501,8th Grade,50,35,70.0,B
Student_1220,8th Grade,50,42,84.0,A
Student_154,8th Grade,50,20,40.0,F
Student_877,6th Grade,100,55,55.00000000000001,F
Student_178,7th Grade,50,27,54.0,F
Student_1462,7th Grade,25,24,96.0,A
Student_276,6th Grade,50,46,92.0,A
Student_1434,7th Grade,100,82,82.0,A
Student_629,6th Grade,25,22,88.0,A
Student_1201,7th Grade,100,82,82.0,A
Student_1575,6th Grade,100,47,47.0,F
Student_1374,6th Grade,25,21,84.0,A
Student_147,8th Grade,100,24,24.0,F
Student_114,8th Grade,25,23,92.0,A
Student_325,8th Grade,25,22,88.0,A
Student_1879,8th Grade,50,43,86.0,A
Student_330,8th Grade,100,20,20.0,F
Student_1340,7th Grade,50,27,54.0,F
Student_1479,7th Grade,100,73,73.0,B
Student_1376,7th Grade,50,42,84.0,A
Student_306,7th Grade,100,45,45.0,F
Student_432,8th Grade,50,48,96.0,A
Student_584,6th Grade,50,39,78.0,B+
Student_890,7th Grade,50,49,98.0,A
Student_1,8th Grade,50,31,62.0,C
Student_903,7th Grade,50,29,57.99999999999999,F
Student_930,7th Grade,25,21,84.0,A
Student_544,6th Grade,50,41,82.0,A
Student_1509,6th Grade,100,62,62.0,C
Student_350,8th Grade,100,88,88.0,A
Student_1620,7th Grade,50,32,64.0,C
Student_1638,7th Grade,50,46,92.0,A
Student_278,8th Grade,25,20,80.0,A
Student_43,8th Grade,25,20,80.0,A
Student_1181,8th Grade,50,23,46.0,F
Student_458,7th Grade,25,21,84.0,A
Student_460,6th Grade,50,23,46.0,F
Student_1860,8th Grade,50,47,94.0,A
Student_265,7th Grade,100,39,39.0,F
Student_1049,8th Grade,25,24,96.0,A
Student_1602,6th Grade,50,38,76.0,B+
Student_54,6th Grade,100,77,77.0,B+
Student_1025,6th Grade,25,20,80.0,A
Student_132,6th Grade,50,30,60.0,C
Student_1258,7th Grade,25,22,88.0,A
Student_1430,6th Grade,50,32,64.0,C
Student_1688,6th Grade,50,27,54.0,F
Student_1379,7th Grade,25,21,84.0,A
Student_479,6th Grade,25,20,80.0,A
Student_542,7th Grade,100,69,69.0,C+
Student_710,8th Grade,25,25,100.0,A
Student_1550,8th Grade,25,22,88.0,A
Student_1894,8th Grade,50,43,86.0,A
Student_1179,7th Grade,100,29,28.999999999999996,F
Student_1367,8th Grade,100,43,43.0,F
Student_1441,7th Grade,50,32,64.0,C
Student_495,7th Grade,100,95,95.0,A
Student_593,7th Grade,100,29,28.999999999999996,F
Student_1193,7th Grade,100,67,67.0,C+
Student_945,8th Grade,50,34,68.0,C+
Student_1779,6th Grade,50,36,72.0,B
Student_1796,7th Grade,25,25,100.0,A
Student_1403,7th Grade,25,23,92.0,A
Student_1074,6th Grade,100,42,42.0,F
Student_796,6th Grade,25,23,92.0,A
Student_651,8th Grade,50,23,46.0,F
Student_1492,8th Grade,50,33,66.0,C+
Student_1636,6th Grade,25,22,88.0,A
Student_619,7th Grade,25,22,88.0,A
Student_1411,6th Grade,50,35,70.0,B
Student_1838,8th Grade,50,21,42.0,F
Student_535,6th Grade,25,25,100.0,A
Student_735,8th Grade,100,79,79.0,B+
Student_961,6th Grade,50,26,52.0,F
Student_1780,8th Grade,50,42,84.0,A
Student_1761,7th Grade,50,22,44.0,F
Student_1896,7th Grade,50,22,44.0,F
Student_1073,8th Grade,50,31,62.0,C
Student_513,8th Grade,25,22,88.0,A
Student_333,6th Grade,50,46,92.0,A
Student_888,7th Grade,50,41,82.0,A
Student_1530,7th Grade,25,20,80.0,A
Student_694,8th Grade,25,20,80.0,A
Student_266,7th Grade,25,24,96.0,A
Student_885,7th Grade,50,42,84.0,A
Student_1203,7th Grade,100,24,24.0,F
Student_1463,7th Grade,100,81,81.0,A
Student_1029,8th Grade,50,35,70.0,B
Student_1622,6th Grade,50,50,100.0,A
Student_1912,7th Grade,25,21,84.0,A
Student_1310,7th Grade,100,31,31.0,F
Student_343,8th Grade,25,20,80.0,A
Student_138,8th Grade,100,73,73.0,B
Student_317,7th Grade,100,27,27.0,F
Student_188,8th Grade,50,47,94.0,A
Student_951,8th Grade,100,44,44.0,F
Student_1662,6th Grade,25,23,92.0,A
Student_277,8th Grade,100,87,87.0,A
Student_1781,7th Grade,100,53,53.0,F
Student_1168,7th Grade,50,50,100.0,A
Student_679,6th Grade,100,38,38.0,F
Student_1038,7th Grade,100,63,63.0,C
Student_522,6th Grade,50,31,62.0,C
Student_1697,8th Grade,100,24,24.0,F
Student_1254,6th Grade,25,25,100.0,A
Student_1798,8th Grade,100,26,26.0,F
Student_1043,8th Grade,25,23,92.0,A
Student_742,7th Grade,50,43,86.0,A
Student_104,6th Grade,50,45,90.0,A
Student_927,7th Grade,50,26,52.0,F
Student_1467,8th Grade,100,50,50.0,F
Student_470,8th Grade,50,33,66.0,C+
Student_208,8th Grade,50,38,76.0,B+
Student_1928,6th Grade,25,20,80.0,A
Student_1460,8th Grade,50,50,100.0,A
Student_28,8th Grade,50,21,42.0,F
Student_955,7th Grade,25,20,80.0,A
Student_1751,8th Grade,25,25,100.0,A
Student_1106,8th Grade,25,20,80.0,A
Student_1176,7th Grade,25,22,88.0,A
Student_1743,8th Grade,25,25,100.0,A
Student_847,8th Grade,100,56,56.00000000000001,F
Student_1951,7th Grade,100,94,94.0,A
Student_420,7th Grade,100,70,70.0,B
Student_1663,7th Grade,50,36,72.0,B
Student_14,8th Grade,100,76,76.0,B+
Student_442,8th Grade,25,25,100.0,A
Student_349,6th Grade,50,32,64.0,C
Student_1435,6th Grade,50,25,50.0,F
Student_1969,8th Grade,100,46,46.0,F
Student_287,6th Grade,100,78,78.0,B+
Student_1122,7th Grade,100,78,78.0,B+
Student_1338,8th Grade,100,30,30.0,F
Student_953,6th Grade,50,47,94.0,A
Student_1248,7th Grade,25,23,92.0,A
Student_817,8th Grade,100,74,74.0,B
Student_893,6th Grade,100,91,91.0,A
Student_1959,6th Grade,100,76,76.0,B+
Student_9,8th Grade,50,40,80.0,A
Student_191,6th Grade,50,28,56.00000000000001,F
Student_1325,6th Grade,100,39,39.0,F
Student_1362,7th Grade,25,25,100.0,A
Student_902,6th Grade,50,22,44.0,F
Student_948,8th Grade,100,51,51.0,F
Student_281,8th Grade,25,21,84.0,A
Student_1369,6th Grade,25,23,92.0,A
Student_1617,7th Grade,50,28,56.00000000000001,F
Student_568,6th Grade,50,44,88.0,A
Student_215,7th Grade,100,53,53.0,F
Student_553,6th Grade,25,23,92.0,A
Student_1823,8th Grade,50,33,66.0,C+
Student_918,6th Grade,100,96,96.0,A
Student_1855,8th Grade,100,49,49.0,F
Student_1371,7th Grade,50,42,84.0,A
Student_837,8th Grade,100,61,61.0,C
Student_1241,7th Grade,25,25,100.0,A
Student_1596,7th Grade,25,21,84.0,A
Student_982,6th Grade,50,31,62.0,C
Student_393,6th Grade,50,40,80.0,A
Student_597,8th Grade,25,21,84.0,A
Student_1051,7th Grade,100,55,55.00000000000001,F
Student_833,7th Grade,100,41,41.0,F
Student_1972,7th Grade,50,50,100.0,A
Student_637,6th Grade,100,29,28.999999999999996,F
Student_547,6th Grade,50,21,42.0,F
Student_540,7th Grade,100,52,52.0,F
Student_201,6th Grade,50,37,74.0,B
Student_1069,7th Grade,50,30,60.0,C
Student_570,6th Grade,100,81,81.0,A
Student_545,8th Grade,100,88,88.0,A
Student_1112,6th Grade,50,40,80.0,A
Student_1057,6th Grade,100,32,32.0,F
Student_1696,6th Grade,100,83,83.0,A
Student_765,6th Grade,25,20,80.0,A
Student_1361,8th Grade,100,65,65.0,C+
Student_1183,6th Grade,50,48,96.0,A
Student_1665,7th Grade,100,81,81.0,A
Student_1597,6th Grade,100,51,51.0,F
Student_37,8th Grade,25,23,92.0,A
Student_644,6th Grade,100,41,41.0,F
Student_504,7th Grade,25,21,84.0,A
Student_920,8th Grade,25,24,96.0,A
Student_1135,7th Grade,25,24,96.0,A
Student_505,6th Grade,50,43,86.0,A
Student_1134,6th Grade,25,25,100.0,A
Student_82,6th Grade,50,34,68.0,C+
Student_1096,6th Grade,50,29,57.99999999999999,F
Student_532,7th Grade,50,24,48.0,F
Student_1007,7th Grade,50,47,94.0,A
Student_1210,7th Grade,50,36,72.0,B
Student_578,7th Grade,25,23,92.0,A
Student_673,6th Grade,50,47,94.0,A
Student_381,7th Grade,50,49,98.0,A
Student_957,7th Grade,25,20,80.0,A
Student_1655,7th Grade,50,41,82.0,A
Student_1445,6th Grade,100,41,41.0,F
Student_1723,6th Grade,50,41,82.0,A
Student_1794,6th Grade,25,20,80.0,A
Student_1455,8th Grade,25,22,88.0,A
Student_1389,6th Grade,100,98,98.0,A
Student_125,8th Grade,100,64,64.0,C
Student_1832,6th Grade,50,49,98.0,A
Student_211,6th Grade,100,36,36.0,F
Student_487,7th Grade,25,25,100.0,A
Student_549,6th Grade,50,26,52.0,F
Student_1701,8th Grade,25,22,88.0,A
Student_897,6th Grade,50,34,68.0,C+
Student_1274,6th Grade,25,23,92.0,A
Student_1960,8th Grade,100,66,66.0,C+
Student_464,6th Grade,100,62,62.0,C
Student_7,8th Grade,25,20,80.0,A
Student_57,8th Grade,25,25,100.0,A
Student_638,6th Grade,50,40,80.0,A
Student_48,6th Grade,25,25,100.0,A
Student_723,6th Grade,25,20,80.0,A
Student_646,8th Grade,50,44,88.0,A
Student_1595,8th Grade,50,39,78.0,B+
Student_167,7th Grade,50,41,82.0,A
Student_299,7th Grade,100,87,87.0,A
Student_1446,8th Grade,100,57,56.99999999999999,F
Student_1586,7th Grade,25,22,88.0,A
Student_1964,7th Grade,50,32,64.0,C
Student_150,6th Grade,25,20,80.0,A
Student_1583,8th Grade,100,85,85.0,A
Student_1768,7th Grade,100,46,46.0,F
Student_452,6th Grade,100,66,66.0,C+
Student_557,6th Grade,100,33,33.0,F
Student_168,6th Grade,50,49,98.0,A
Student_1924,7th Grade,100,77,77.0,B+
Student_1131,7th Grade,100,27,27.0,F
Student_979,7th Grade,100,27,27.0,F
Student_1197,6th Grade,50,21,42.0,F
Student_1365,8th Grade,100,29,28.999999999999996,F
Student_110,7th Grade,100,69,69.0,C+
Student_802,7th Grade,100,87,87.0,A
Student_91,6th Grade,25,25,100.0,A
Student_1513,8th Grade,25,20,80.0,A
Student_1541,6th Grade,25,22,88.0,A
Student_743,8th Grade,100,78,78.0,B+
Student_1692,7th Grade,25,23,92.0,A
Student_670,8th Grade,50,37,74.0,B
Student_1052,6th Grade,100,81,81.0,A
Student_106,8th Grade,100,28,28.000000000000004,F
Student_1414,6th Grade,25,22,88.0,A
Student_1473,8th Grade,100,61,61.0,C
Student_1474,6th Grade,100,68,68.0,C+
Student_26,6th Grade,25,24,96.0,A
Student_426,8th Grade,100,89,89.0,A
Student_800,8th Grade,50,24,48.0,F
Student_554,6th Grade,25,25,100.0,A
Student_431,8th Grade,100,58,57.99999999999999,F
Student_1105,6th Grade,50,27,54.0,F
Student_910,8th Grade,25,21,84.0,A
Student_1420,6th Grade,100,96,96.0,A
Student_1397,8th Grade,50,40,80.0,A
Student_42,8th Grade,50,30,60.0,C
Student_1170,8th Grade,25,21,84.0,A
Student_947,6th Grade,25,24,96.0,A
Student_587,8th Grade,50,46,92.0,A
Student_1120,8th Grade,25,20,80.0,A
Student_1400,7th Grade,25,20,80.0,A
Student_1733,6th Grade,25,23,92.0,A
Student_438,6th Grade,25,20,80.0,A
Student_1432,6th Grade,50,46,92.0,A
Student_1256,8th Grade,50,49,98.0,A
Student_956,7th Grade,100,99,99.0,A
Student_24,7th Grade,25,25,100.0,A
Student_865,8th Grade,50,41,82.0,A
Student_790,7th Grade,100,40,40.0,F
Student_1266,6th Grade,100,68,68.0,C+
Student_88,6th Grade,25,20,80.0,A
Student_1377,7th Grade,50,29,57.99999999999999,F
Student_1983,7th Grade,50,27,54.0,F
Student_467,6th Grade,100,97,97.0,A
Student_1865,8th Grade,100,25,25.0,F
Student_1375,8th Grade,25,20,80.0,A
Student_290,8th Grade,25,20,80.0,A
Student_1683,6th Grade,25,22,88.0,A
Student_1635,6th Grade,100,24,24.0,F
Student_606,6th Grade,100,48,48.0,F
Student_1272,8th Grade,25,22,88.0,A
Student_1067,6th Grade,100,29,28.999999999999996,F
Student_994,8th Grade,50,32,64.0,C
Student_1793,7th Grade,100,36,36.0,F
Student_1706,8th Grade,50,35,70.0,B
Student_600,6th Grade,50,25,50.0,F
Student_1280,7th Grade,25,21,84.0,A
Student_911,8th Grade,50,38,76.0,B+
Student_1844,7th Grade,50,26,52.0,F
Student_1848,8th Grade,50,38,76.0,B+
Student_628,7th Grade,50,23,46.0,F
Student_1973,7th Grade,50,27,54.0,F
Student_1172,8th Grade,25,23,92.0,A
Student_198,8th Grade,100,30,30.0,F
Student_1343,8th Grade,50,29,57.99999999999999,F
Student_811,6th Grade,25,24,96.0,A
Student_1792,8th Grade,50,23,46.0,F
Student_386,7th Grade,25,20,80.0,A
Student_1979,8th Grade,50,50,100.0,A
Student_1651,7th Grade,100,23,23.0,F
Student_1572,6th Grade,25,22,88.0,A
Student_184,6th Grade,50,32,64.0,C
Student_314,7th Grade,50,23,46.0,F
Student_1996,6th Grade,100,33,33.0,F
Student_1396,7th Grade,50,46,92.0,A
Student_268,8th Grade,50,22,44.0,F
Student_779,8th Grade,100,97,97.0,A
Student_1578,6th Grade,25,25,100.0,A
Student_548,7th Grade,100,66,66.0,C+
Student_1624,6th Grade,25,22,88.0,A
Student_739,7th Grade,25,24,96.0,A
Student_966,7th Grade,100,60,60.0,C
Student_253,8th Grade,100,28,28.000000000000004,F
Student_1292,8th Grade,50,34,68.0,C+
Student_176,6th Grade,100,25,25.0,F
Student_51,7th Grade,50,42,84.0,A
Student_858,6th Grade,50,40,80.0,A
Student_1475,8th Grade,50,39,78.0,B+
Student_873,6th Grade,25,25,100.0,A
Student_434,7th Grade,25,20,80.0,A
Student_390,6th Grade,100,58,57.99999999999999,F
Student_1929,7th Grade,25,20,80.0,A
Student_134,7th Grade,100,68,68.0,C+
Student_1225,6th Grade,50,24,48.0,F
Student_1558,6th Grade,100,59,59.0,F
Student_249,7th Grade,25,23,92.0,A
Student_1556,7th Grade,50,40,80.0,A
Student_1614,6th Grade,50,25,50.0,F
Student_887,6th Grade,100,38,38.0,F
Student_1765,8th Grade,100,80,80.0,A
Student_972,6th Grade,50,33,66.0,C+
Student_356,8th Grade,50,48,96.0,A
Student_892,6th Grade,100,43,43.0,F
Student_1982,7th Grade,25,24,96.0,A
Student_202,7th Grade,100,38,38.0,F
Student_1568,8th Grade,25,22,88.0,A
Student_203,6th Grade,100,74,74.0,B
Student_448,8th Grade,25,20,80.0,A
Student_1942,7th Grade,25,20,80.0,A
Student_1295,7th Grade,25,20,80.0,A
Student_808,7th Grade,100,42,42.0,F
Student_1191,6th Grade,100,44,44.0,F
Student_1802,7th Grade,25,22,88.0,A
Student_477,6th Grade,50,38,76.0,B+
Student_12,8th Grade,50,22,44.0,F
Student_462,6th Grade,100,37,37.0,F
Student_703,6th Grade,100,86,86.0,A
Student_1915,8th Grade,50,24,48.0,F
Student_1570,8th Grade,25,20,80.0,A
Student_751,8th Grade,50,45,90.0,A
Student_377,6th Grade,100,32,32.0,F
Student_411,6th Grade,50,35,70.0,B
Student_1931,7th Grade,25,22,88.0,A
Student_730,7th Grade,50,28,56.00000000000001,F
Student_1429,7th Grade,100,44,44.0,F
Student_1115,7th Grade,100,79,79.0,B+
Student_1327,6th Grade,100,29,28.999999999999996,F
Student_558,6th Grade,100,38,38.0,F
Student_1184,7th Grade,50,50,100.0,A
Student_1517,6th Grade,50,34,68.0,C+
Student_1875,6th Grade,50,29,57.99999999999999,F
Student_353,8th Grade,50,49,98.0,A
Student_275,6th Grade,100,72,72.0,B
Student_520,8th Grade,50,20,40.0,F
Student_413,7th Grade,50,34,68.0,C+
Student_632,7th Grade,25,24,96.0,A
Student_1332,6th Grade,100,22,22.0,F
Student_149,6th Grade,25,23,92.0,A
Student_1728,8th Grade,50,26,52.0,F
Student_1417,7th Grade,100,32,32.0,F
Student_1080,6th Grade,50,44,88.0,A
Student_270,6th Grade,50,26,52.0,F
Student_1405,6th Grade,50,38,76.0,B+
Student_585,6th Grade,100,60,60.0,C
Student_666,7th Grade,25,20,80.0,A
Student_601,6th Grade,50,41,82.0,A
Student_1881,7th Grade,50,50,100.0,A
Student_1998,7th Grade,50,26,52.0,F
Student_1553,8th Grade,100,51,51.0,F
Student_1562,6th Grade,50,32,64.0,C
Student_514,6th Grade,100,35,35.0,F
Student_1208,6th Grade,100,23,23.0,F
Student_1404,8th Grade,50,25,50.0,F
Student_1431,6th Grade,100,51,51.0,F
Student_922,7th Grade,50,48,96.0,A
Student_997,7th Grade,100,83,83.0,A
Student_932,8th Grade,25,22,88.0,A
Student_1956,7th Grade,25,21,84.0,A
Student_1944,6th Grade,25,25,100.0,A
Student_475,7th Grade,100,78,78.0,B+
Student_799,8th Grade,50,23,46.0,F
Student_1722,6th Grade,25,24,96.0,A
Student_1669,8th Grade,100,34,34.0,F
Student_1392,6th Grade,25,20,80.0,A
Student_340,7th Grade,25,23,92.0,A
Student_869,8th Grade,25,25,100.0,A
Student_449,8th Grade,50,50,100.0,A
Student_481,6th Grade,100,59,59.0,F
Student_139,8th Grade,100,79,79.0,B+
Student_92,6th Grade,100,78,78.0,B+
Student_1034,7th Grade,50,22,44.0,F
Student_530,6th Grade,100,25,25.0,F
Student_627,8th Grade,100,78,78.0,B+
Student_193,6th Grade,100,67,67.0,C+
Student_1560,8th Grade,100,69,69.0,C+
Student_1946,7th Grade,25,23,92.0,A
Student_1616,6th Grade,50,46,92.0,A
Student_1469,8th Grade,100,41,41.0,F
Student_165,7th Grade,50,25,50.0,F
Student_1593,8th Grade,25,21,84.0,A
Student_359,7th Grade,25,25,100.0,A
Student_875,8th Grade,50,34,68.0,C+
Student_615,8th Grade,25,25,100.0,A
Student_984,6th Grade,50,44,88.0,A
Student_715,7th Grade,25,22,88.0,A
Student_962,7th Grade,100,97,97.0,A
Student_1690,6th Grade,100,29,28.999999999999996,F
Student_1101,7th Grade,25,23,92.0,A
Student_1247,8th Grade,25,21,84.0,A
Student_940,6th Grade,25,22,88.0,A
Student_805,7th Grade,100,46,46.0,F
Student_1891,6th Grade,25,22,88.0,A
Student_1021,8th Grade,100,98,98.0,A
Student_706,7th Grade,25,20,80.0,A
Student_29,8th Grade,100,100,100.0,A
Student_196,7th Grade,50,44,88.0,A
Student_1757,8th Grade,100,100,100.0,A
Student_527,8th Grade,50,46,92.0,A
Student_909,7th Grade,100,69,69.0,C+
Student_1152,7th Grade,25,24,96.0,A
Student_989,6th Grade,100,68,68.0,C+
Student_1459,7th Grade,25,22,88.0,A
Student_1906,8th Grade,100,33,33.0,F
Student_1695,8th Grade,100,80,80.0,A
Student_595,6th Grade,25,20,80.0,A
Student_653,7th Grade,100,68,68.0,C+
Student_441,7th Grade,50,32,64.0,C
Student_447,7th Grade,50,22,44.0,F
Student_35,8th Grade,50,22,44.0,F
Student_1488,7th Grade,25,21,84.0,A
Student_11,8th Grade,25,22,88.0,A
Student_1318,6th Grade,100,30,30.0,F
Student_1319,6th Grade,25,21,84.0,A
Student_1569,8th Grade,100,30,30.0,F
Student_327,6th Grade,25,21,84.0,A
Student_94,8th Grade,25,22,88.0,A
Student_1874,7th Grade,50,24,48.0,F
Student_1233,6th Grade,25,22,88.0,A
Student_1604,8th Grade,25,23,92.0,A
Student_1646,6th Grade,50,34,68.0,C+
Student_537,6th Grade,50,41,82.0,A
Student_311,6th Grade,25,24,96.0,A
Student_536,7th Grade,50,24,48.0,F
Student_293,8th Grade,100,84,84.0,A
Student_789,6th Grade,100,93,93.0,A
Student_49,7th Grade,25,20,80.0,A
Student_1153,6th Grade,25,24,96.0,A
Student_823,7th Grade,25,20,80.0,A
Student_878,7th Grade,50,21,42.0,F
Student_1401,6th Grade,100,82,82.0,A
Student_1162,6th Grade,25,25,100.0,A
Student_1363,8th Grade,100,88,88.0,A
Student_1640,8th Grade,100,34,34.0,F
Student_683,7th Grade,100,61,61.0,C
Student_944,8th Grade,25,22,88.0,A
Student_692,6th Grade,50,34,68.0,C+
Student_914,7th Grade,100,20,20.0,F
Student_1623,6th Grade,50,21,42.0,F
Student_1224,6th Grade,25,23,92.0,A
Student_784,7th Grade,25,25,100.0,A
Student_262,7th Grade,50,36,72.0,B
Student_303,6th Grade,50,40,80.0,A
Student_83,7th Grade,100,70,70.0,B
Student_499,7th Grade,25,20,80.0,A
Student_181,6th Grade,100,52,52.0,F
Student_594,8th Grade,25,21,84.0,A
Student_323,7th Grade,25,25,100.0,A
Student_552,6th Grade,100,32,32.0,F
Student_1237,7th Grade,25,23,92.0,A
Student_204,7th Grade,100,45,45.0,F
Student_1621,7th Grade,25,20,80.0,A
Student_1419,8th Grade,100,25,25.0,F
Student_996,7th Grade,25,23,92.0,A
Student_1830,7th Grade,25,23,92.0,A
Student_1534,7th Grade,100,99,99.0,A
Student_489,8th Grade,100,32,32.0,F
Student_838,8th Grade,100,100,100.0,A
Student_870,8th Grade,25,22,88.0,A
Student_267,8th Grade,100,54,54.0,F
Student_1884,8th Grade,50,30,60.0,C
Student_1485,6th Grade,25,20,80.0,A
Student_315,8th Grade,50,42,84.0,A
Student_443,7th Grade,50,25,50.0,F
Student_219,6th Grade,25,25,100.0,A
Student_1132,8th Grade,25,22,88.0,A
Student_45,6th Grade,50,45,90.0,A
Student_1729,7th Grade,25,21,84.0,A
Student_852,6th Grade,50,34,68.0,C+
Student_827,8th Grade,25,20,80.0,A
Student_1936,6th Grade,100,30,30.0,F
Student_1873,8th Grade,25,20,80.0,A
Student_128,6th Grade,50,32,64.0,C
Student_1068,6th Grade,50,31,62.0,C
Student_1925,8th Grade,25,25,100.0,A
Student_1236,7th Grade,100,90,90.0,A
Student_1449,7th Grade,100,81,81.0,A
Student_701,8th Grade,25,24,96.0,A
Student_1142,6th Grade,100,50,50.0,F
Student_1476,7th Grade,25,23,92.0,A
